name,type,color,sku,simples_skus,body_type,Color Description,description,neck,fingerboard,scale_length,body_material,pickups,bridge,tuning_machines,Options,msrp,visibility,country_of_manufacture,_attribute_set,_product_websites,custom_design,enable_googlecheckout,msrp_display_actual_price_type,msrp_enabled,options_container,price,short_description,status,tax_class_id,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided
Maranello Z Bass,simple,IGR,MRBZ-IGR,,semi_hollow_body,Italia Green,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Chambered Mahogany w/Maple Top,Piezo,Wooden Piezo,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Z Bass,simple,ICR,MRBZ-ICR,,semi_hollow_body,Italia Cream,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Chambered Mahogany w/Maple Top,Piezo,Wooden Piezo,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Z Bass,simple,BK,MRBZ-BK,,semi_hollow_body,Black,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Chambered Mahogany w/Maple Top,Piezo,Wooden Piezo,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Z Bass,configurable,,MRBZ,"MRBZ-BK,MRBZ-ICR,MRBZ-IGR,MRBZ-IRD,MRBZ-IBL",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic Bass,simple,IBL,MOB-IBL,,semi_hollow_body,Italia Blue,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson ABR Humbucker,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic Bass,simple,IRD,MOB-IRD,,semi_hollow_body,Italia Red,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson ABR Humbucker,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic Bass,simple,IGR,MOB-IGR,,semi_hollow_body,Italia Green,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson ABR Humbucker,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic Bass,simple,ICR,MOB-ICR,,semi_hollow_body,Italia Cream,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson ABR Humbucker,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic Bass,simple,BK,MOB-BK,,semi_hollow_body,Black,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson ABR Humbucker,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic Bass,configurable,,MOB,"MOB-BK,MOB-ICR,MOB-IGR,MOB-IRD,MOB-IBL",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Deluxe Bass,simple,2TS,MOBD-2TS,,semi_hollow_body,2 Tone Sunburst,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Mahogany Chambered Body w/Soft Maple Cap,Wilkinson ABR Humbuckr,Piezo Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Deluxe Bass,simple,HSB,MOBD-HSB,,semi_hollow_body,Herritage Sunburst,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Mahogany Chambered Body w/Soft Maple Cap,Wilkinson ABR Humbuckr,Piezo Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Created as a perfect complement to the Mondial guitars, the bass versions produces deep bass tones from the massive single-pole constructed Humbucking neck pickup. Blend in the bridge piezo to create unparalleled unique tonal textures, or use the piezo on its own for the true acoustic bass sound. The range of tonal options make the Mondial Deluxe and Classic easily the most versatile bass instruments on the scene. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Deluxe Bass,configurable,,MOBD,"MOBD-HSB,MOBD-2TS",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 4 Bass                              ,simple,2TS,IMB4-2TS,,semi_hollow_body,2 Tone Sunburst,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Korina,Wilkinson WBJ,Wilkinson WBBC,Wilkinson WJ350,Fretless Fingerboard,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 4 Bass                              ,simple,HSB,IMB4-HSB,,semi_hollow_body,Herritage Sunburst,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Korina,Wilkinson WBJ,Wilkinson WBBC,Wilkinson WJ350,Fretless Fingerboard,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 4 Bass                              ,simple,VRB,IMB4-VRB,,semi_hollow_body,Vintage Red Burst,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Korina,Wilkinson WBJ,Wilkinson WBBC,Wilkinson WJ350,Fretless Fingerboard,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 4 Bass                              ,configurable,,IMB4,"IMB4-VRB,IMB4-HSB,IMB4-2TS",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 5 Bass,simple,2TS,IMB5-2TS,,semi_hollow_body,2 Tone Sunburst,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Korina,Wilkinson WBJ5,Wilkinson WBBC5,Wilkinson WJ350,Fretless Fingerboard,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 5 Bass,simple,HSB,IMB5-HSB,,semi_hollow_body,Herritage Sunburst,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Korina,Wilkinson WBJ5,Wilkinson WBBC5,Wilkinson WJ350,Fretless Fingerboard,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 5 Bass,simple,VRB,IMB5-VRB,,semi_hollow_body,Vintage Red Burst,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Korina,Wilkinson WBJ5,Wilkinson WBBC5,Wilkinson WJ350,Fretless Fingerboard,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Taking styling cues from the sixties, but bringing those cues into the 21st century has created a striking yet practical bass guitar. Classic pickup layout gives access to the most popular sounds, tonally enhanced by the Imola’s rich acoustic chambering. Visually the Imola stands out from the crowd, especially its harmonious f-hole integration with the pickguard.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola 5 Bass,configurable,,IMB5,"IMB5-VRB,IMB5-HSB,IMB5-2TS",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Imola GP Bass,simple,MPW,IMBGP-MPW,,semi_hollow_body,Prism White,,,,,,,,,,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,,1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modulo Standard Bass,simple,MIB,MDBS-MIB,,solid_body,Ice Blue,"Crocodile Tolex!! We could not resist this homage to the sixties. Sometimes refferred to as ÒMother of BarstoolÓ this classic shaped bass some real individuality, and thatÕs before you get to the 4 Lipstick pickups !! And why not get your guitarist to pick-up a matching Tipo 1 six-string",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood,Lipstick Pickups,Wilkinson WBBC,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Crocodile Tolex!! We could not resist this homage to the sixties. Sometimes refferred to as ÒMother of BarstoolÓ this classic shaped bass some real individuality, and thatÕs before you get to the 4 Lipstick pickups !! And why not get your guitarist to pick-up a matching Tipo 1 six-string",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modulo Standard Bass,simple,MBG,MDBS-MBG,,solid_body,Metallic Burgundy,"Crocodile Tolex!! We could not resist this homage to the sixties. Sometimes refferred to as ÒMother of BarstoolÓ this classic shaped bass some real individuality, and thatÕs before you get to the 4 Lipstick pickups !! And why not get your guitarist to pick-up a matching Tipo 1 six-string",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood,Lipstick Pickups,Wilkinson WBBC,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Crocodile Tolex!! We could not resist this homage to the sixties. Sometimes refferred to as ÒMother of BarstoolÓ this classic shaped bass some real individuality, and thatÕs before you get to the 4 Lipstick pickups !! And why not get your guitarist to pick-up a matching Tipo 1 six-string",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modulo Standard Bass,configurable,,MDBS,"MDBS-MBG,MDBS-MIB",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 4 Bass,simple,IBL,RMB4-IBL,,semi_hollow_body,Italia Blue,"Utilizing two Mini-Humbuckers specifically voiced for lower frequencies, and positioning those pickups in harmonically precise locations, the Rimini basses are uniquely voiced to provide awesome low-end. Very few basses can give you such a diverse palette of usable sounds. The acoustic chambers give these beauties wonderful depth and presence. The Rimini’s lightweight construction make it as comfortable at the end of the gig as it was at the soundcheck.",Set Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson MHB Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Utilizing two Mini-Humbuckers specifically voiced for lower frequencies, and positioning those pickups in harmonically precise locations, the Rimini basses are uniquely voiced to provide awesome low-end. Very few basses can give you such a diverse palette of usable sounds. The acoustic chambers give these beauties wonderful depth and presence. The Rimini’s lightweight construction make it as comfortable at the end of the gig as it was at the soundcheck.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
